61-09-84-511024-001-01 17
61-09-84-511024-001-01 22
61-09-84-511024-001-01 33
61-09-84-511024-001-01 47
61-09-84-511024-001-01 52
61-09-84-511024-001-01 60
61-09-84-511024-001-01 70
61-09-84-511024-001-01 87
61-09-84-511024-001-01 97
61-09-84-511024-001-01107
49-38-79-421025-001-02 17
49-38-79-421025-001-02 24
49-38-79-421025-001-02 34
49-38-79-421025-001-02 47
49-38-79-421025-001-02 53
49-38-79-421025-001-02 63
49-38-79-421025-001-02 75
49-38-79-421025-001-02 87
49-38-79-421025-001-02 97
49-38-79-421025-001-02107
36-53-30-051038-001-02 17
36-53-30-051038-001-02 20
36-53-30-051038-001-02 31
36-53-30-051038-001-02 47
36-53-30-051038-001-02 50
36-53-30-051038-001-02 61
36-53-30-051038-001-02 71
36-53-30-051038-001-02 87
36-53-30-051038-001-02 97
36-53-30-051038-001-02107
06-31-99-331039-001-01 17
06-31-99-331039-001-01 20
06-31-99-331039-001-01 32
06-31-99-331039-001-01 47
06-31-99-331039-001-01 50
06-31-99-331039-001-01 60
06-31-99-331039-001-01 70
06-31-99-331039-001-01 87
06-31-99-331039-001-01 97
06-31-99-331039-001-01107
98-68-74-001041-001-01 17
98-68-74-001041-001-01 20
98-68-74-001041-001-01 31
98-68-74-001041-001-01 47
98-68-74-001041-001-01 53
98-68-74-001041-001-01 61
98-68-74-001041-001-01 77
98-68-74-001041-001-01 87
98-68-74-001041-001-01 97
98-68-74-001041-001-01107
86-53-32-921042-001-01 16
86-53-32-921042-001-01 21
86-53-32-921042-001-01 33
86-53-32-921042-001-01 45
86-53-32-921042-001-01 50
86-53-32-921042-001-01 67
86-53-32-921042-001-01 71
86-53-32-921042-001-01 87
86-53-32-921042-001-01 97
86-53-32-921042-001-01107
59-59-99-491042-001-02 17
59-59-99-491042-001-02 22
59-59-99-491042-001-02 37
59-59-99-491042-001-02 47
59-59-99-491042-001-02 55
59-59-99-491042-001-02 63
59-59-99-491042-001-02 72
59-59-99-491042-001-02 87
59-59-99-491042-001-02 97
59-59-99-491042-001-02107
68-38-43-941043-001-01 17
68-38-43-941043-001-01 23
68-38-43-941043-001-01 32
68-38-43-941043-001-01 47
68-38-43-941043-001-01 53
68-38-43-941043-001-01 61
68-38-43-941043-001-01 77
68-38-43-941043-001-01 87
68-38-43-941043-001-01 94
68-38-43-941043-001-01107
51-52-11-491044-001-01 11
51-52-11-491044-001-01 20
51-52-11-491044-001-01 30
51-52-11-491044-001-01 41
51-52-11-491044-001-01 50
51-52-11-491044-001-01 60
51-52-11-491044-001-01 70
51-52-11-491044-001-01 81
51-52-11-491044-001-01 90
51-52-11-491044-001-01101
36-76-76-331045-001-01 17
36-76-76-331045-001-01 20
36-76-76-331045-001-01 34
36-76-76-331045-001-01 47
36-76-76-331045-001-01 52
36-76-76-331045-001-01 61
36-76-76-331045-001-01 70
36-76-76-331045-001-01 87
36-76-76-331045-001-01 97
36-76-76-331045-001-01107
68-51-31-951058-001-01 17
68-51-31-951058-001-01 20
68-51-31-951058-001-01 37
68-51-31-951058-001-01 47
68-51-31-951058-001-01 54
68-51-31-951058-001-01 62
68-51-31-951058-001-01 70
68-51-31-951058-001-01 87
68-51-31-951058-001-01 97
68-51-31-951058-001-01107
71-14-80-871059-001-01 17
71-14-80-871059-001-01 27
71-14-80-871059-001-01 33
71-14-80-871059-001-01 47
71-14-80-871059-001-01 52
71-14-80-871059-001-01 60
71-14-80-871059-001-01 77
71-14-80-871059-001-01 87
71-14-80-871059-001-01 97
71-14-80-871059-001-01107
79-06-68-491059-001-03 17
79-06-68-491059-001-03 27
79-06-68-491059-001-03 30
79-06-68-491059-001-03 47
79-06-68-491059-001-03 51
79-06-68-491059-001-03 60
79-06-68-491059-001-03 77
79-06-68-491059-001-03 80
79-06-68-491059-001-03 90
79-06-68-491059-001-03107
71-40-42-061059-001-06 17
71-40-42-061059-001-06 22
71-40-42-061059-001-06 30
71-40-42-061059-001-06 45
71-40-42-061059-001-06 53
71-40-42-061059-001-06 62
71-40-42-061059-001-06 70
71-40-42-061059-001-06 85
71-40-42-061059-001-06 92
71-40-42-061059-001-06107
27-54-41-371060-001-01 17
27-54-41-371060-001-01 20
27-54-41-371060-001-01 30
27-54-41-371060-001-01 47
27-54-41-371060-001-01 50
27-54-41-371060-001-01 60
27-54-41-371060-001-01 70
27-54-41-371060-001-01 80
27-54-41-371060-001-01 90
27-54-41-371060-001-01100
50-50-37-471061-001-03 17
50-50-37-471061-001-03 27
50-50-37-471061-001-03 35
50-50-37-471061-001-03 47
50-50-37-471061-001-03 55
50-50-37-471061-001-03 60
50-50-37-471061-001-03 70
50-50-37-471061-001-03 87
50-50-37-471061-001-03 95
50-50-37-471061-001-03107
25-09-89-031062-001-01 17
25-09-89-031062-001-01 27
25-09-89-031062-001-01 32
25-09-89-031062-001-01 47
25-09-89-031062-001-01 57
25-09-89-031062-001-01 63
25-09-89-031062-001-01 77
25-09-89-031062-001-01 87
25-09-89-031062-001-01 97
25-09-89-031062-001-01107
21-11-75-861063-001-01 17
21-11-75-861063-001-01 20
21-11-75-861063-001-01 37
21-11-75-861063-001-01 47
21-11-75-861063-001-01 53
21-11-75-861063-001-01 60
21-11-75-861063-001-01 77
21-11-75-861063-001-01 87
21-11-75-861063-001-01 97
21-11-75-861063-001-01107
63-59-38-211064-001-01 17
63-59-38-211064-001-01 27
63-59-38-211064-001-01 32
63-59-38-211064-001-01 47
63-59-38-211064-001-01 56
63-59-38-211064-001-01 60
63-59-38-211064-001-01 70
63-59-38-211064-001-01 87
63-59-38-211064-001-01 97
63-59-38-211064-001-01107
51-70-28-891076-001-01 17
51-70-28-891076-001-01 20
51-70-28-891076-001-01 34
51-70-28-891076-001-01 47
51-70-28-891076-001-01 50
51-70-28-891076-001-01 60
51-70-28-891076-001-01 77
51-70-28-891076-001-01 87
51-70-28-891076-001-01 94
51-70-28-891076-001-01107
45-88-08-271077-001-01 17
45-88-08-271077-001-01 21
45-88-08-271077-001-01 34
45-88-08-271077-001-01 47
45-88-08-271077-001-01 52
45-88-08-271077-001-01 60
45-88-08-271077-001-01 77
45-88-08-271077-001-01 87
45-88-08-271077-001-01 97
45-88-08-271077-001-01107
83-42-33-561078-001-01 17
83-42-33-561078-001-01 25
83-42-33-561078-001-01 32
83-42-33-561078-001-01 47
83-42-33-561078-001-01 50
83-42-33-561078-001-01 63
83-42-33-561078-001-01 77
83-42-33-561078-001-01 87
83-42-33-561078-001-01 97
83-42-33-561078-001-01107
51-38-42-661079-001-01 17
51-38-42-661079-001-01 23
51-38-42-661079-001-01 31
51-38-42-661079-001-01 47
51-38-42-661079-001-01 50
51-38-42-661079-001-01 60
51-38-42-661079-001-01 77
51-38-42-661079-001-01 87
51-38-42-661079-001-01 97
51-38-42-661079-001-01107
70-13-86-621080-001-01 17
70-13-86-621080-001-01 23
70-13-86-621080-001-01 30
70-13-86-621080-001-01 47
70-13-86-621080-001-01 50
70-13-86-621080-001-01 61
70-13-86-621080-001-01 71
70-13-86-621080-001-01 87
70-13-86-621080-001-01 97
70-13-86-621080-001-01107
15-64-51-681081-001-01 17
15-64-51-681081-001-01 22
15-64-51-681081-001-01 32
15-64-51-681081-001-01 47
15-64-51-681081-001-01 54
15-64-51-681081-001-01 62
15-64-51-681081-001-01 77
15-64-51-681081-001-01 87
15-64-51-681081-001-01 97
15-64-51-681081-001-01107
40-74-76-771082-001-01 17
40-74-76-771082-001-01 20
40-74-76-771082-001-01 33
40-74-76-771082-001-01 47
40-74-76-771082-001-01 52
40-74-76-771082-001-01 62
40-74-76-771082-001-01 77
40-74-76-771082-001-01 87
40-74-76-771082-001-01 97
40-74-76-771082-001-01107
71-92-06-801083-001-01 17
71-92-06-801083-001-01 27
71-92-06-801083-001-01 30
71-92-06-801083-001-01 47
71-92-06-801083-001-01 55
71-92-06-801083-001-01 60
71-92-06-801083-001-01 77
71-92-06-801083-001-01 87
71-92-06-801083-001-01 97
71-92-06-801083-001-01107
91-21-42-141095-001-01 17
91-21-42-141095-001-01 23
91-21-42-141095-001-01 32
91-21-42-141095-001-01 44
91-21-42-141095-001-01 51
91-21-42-141095-001-01 62
91-21-42-141095-001-01 77
91-21-42-141095-001-01 87
91-21-42-141095-001-01 97
91-21-42-141095-001-01107
33-55-42-431096-001-01 17
33-55-42-431096-001-01 21
33-55-42-431096-001-01 30
33-55-42-431096-001-01 47
33-55-42-431096-001-01 52
33-55-42-431096-001-01 63
33-55-42-431096-001-01 77
33-55-42-431096-001-01 87
33-55-42-431096-001-01 97
33-55-42-431096-001-01107
38-42-24-051096-001-03 17
38-42-24-051096-001-03 21
38-42-24-051096-001-03 32
38-42-24-051096-001-03 44
38-42-24-051096-001-03 54
38-42-24-051096-001-03 61
38-42-24-051096-001-03 77
38-42-24-051096-001-03 87
38-42-24-051096-001-03 97
38-42-24-051096-001-03107
13-90-80-111097-001-01 17
13-90-80-111097-001-01 20
13-90-80-111097-001-01 30
13-90-80-111097-001-01 40
13-90-80-111097-001-01 51
13-90-80-111097-001-01 60
13-90-80-111097-001-01 77
13-90-80-111097-001-01 87
13-90-80-111097-001-01 97
13-90-80-111097-001-01107
84-61-10-621097-001-02 17
84-61-10-621097-001-02 20
84-61-10-621097-001-02 30
84-61-10-621097-001-02 47
84-61-10-621097-001-02 50
84-61-10-621097-001-02 60
84-61-10-621097-001-02 77
84-61-10-621097-001-02 87
84-61-10-621097-001-02 97
84-61-10-621097-001-02107
74-62-00-181097-001-04 17
74-62-00-181097-001-04 23
74-62-00-181097-001-04 33
74-62-00-181097-001-04 47
74-62-00-181097-001-04 50
74-62-00-181097-001-04 60
74-62-00-181097-001-04 72
74-62-00-181097-001-04 83
74-62-00-181097-001-04 96
74-62-00-181097-001-04107
12-20-57-631098-001-01 17
12-20-57-631098-001-01 20
12-20-57-631098-001-01 30
12-20-57-631098-001-01 47
12-20-57-631098-001-01 55
12-20-57-631098-001-01 60
12-20-57-631098-001-01 77
12-20-57-631098-001-01 87
12-20-57-631098-001-01 97
12-20-57-631098-001-01107
35-42-42-501099-001-01 17
35-42-42-501099-001-01 20
35-42-42-501099-001-01 35
35-42-42-501099-001-01 47
35-42-42-501099-001-01 50
35-42-42-501099-001-01 60
35-42-42-501099-001-01 77
35-42-42-501099-001-01 87
35-42-42-501099-001-01 97
35-42-42-501099-001-01107
42-46-16-511100-001-01 17
42-46-16-511100-001-01 26
42-46-16-511100-001-01 34
42-46-16-511100-001-01 47
42-46-16-511100-001-01 52
42-46-16-511100-001-01 66
42-46-16-511100-001-01 77
42-46-16-511100-001-01 87
42-46-16-511100-001-01 97
42-46-16-511100-001-01107
19-26-42-801102-001-01 14
19-26-42-801102-001-01 20
19-26-42-801102-001-01 30
19-26-42-801102-001-01 47
19-26-42-801102-001-01 50
19-26-42-801102-001-01 60
19-26-42-801102-001-01 77
19-26-42-801102-001-01 87
19-26-42-801102-001-01 97
19-26-42-801102-001-01107
86-26-96-591114-001-01 15
86-26-96-591114-001-01 22
86-26-96-591114-001-01 33
86-26-96-591114-001-01 42
86-26-96-591114-001-01 51
86-26-96-591114-001-01 60
86-26-96-591114-001-01 70
86-26-96-591114-001-01 87
86-26-96-591114-001-01 97
86-26-96-591114-001-01107
02-37-07-591114-001-02 17
02-37-07-591114-001-02 20
02-37-07-591114-001-02 37
02-37-07-591114-001-02 44
02-37-07-591114-001-02 57
02-37-07-591114-001-02 62
02-37-07-591114-001-02 70
02-37-07-591114-001-02 80
02-37-07-591114-001-02 90
02-37-07-591114-001-02100
66-86-03-221116-001-01 17
66-86-03-221116-001-01 21
66-86-03-221116-001-01 33
66-86-03-221116-001-01 47
66-86-03-221116-001-01 50
66-86-03-221116-001-01 61
