09-26-67-921193-001-01 1   1    500011 2                
09-26-67-921193-001-01 2   0        2  2                
09-26-67-921193-001-01 3   0        2  2                
09-26-67-921193-001-01 4   0        2  2                
09-26-67-921193-001-01 5   0        2  2                
09-26-67-921193-001-01 6   0        2  2                
09-26-67-921193-001-01 7   0        2  2                
09-26-67-921193-001-01 8   0        2  2                
09-26-67-921193-001-01 9   0        2  2                
09-26-67-921193-001-0110   0        2  2                
09-26-67-921193-001-0111   0        2  2                
09-26-67-921193-001-0112   0        2  2                
09-26-67-921193-001-0113   0        2  2                
09-26-67-921193-001-0114   0        2  2                
09-26-67-921193-001-0115   1    350011 2                
02-54-47-041198-001-01 1   3   1800011 2                
02-54-47-041198-001-01 2   0        2  2                
02-54-47-041198-001-01 4   0        2  2                
02-54-47-041198-001-01 5   0        2  2                
02-54-47-041198-001-01 6   0        2  2                
02-54-47-041198-001-01 7   0        2  2                
02-54-47-041198-001-01 8   0        2  2                
02-54-47-041198-001-01 9   0        2  2                
02-54-47-041198-001-0110   0        2  2                
02-54-47-041198-001-0111   0        2  2                
02-54-47-041198-001-0112   0        2  2                
02-54-47-041198-001-0113   0        2  2                
02-54-47-041198-001-0114   0        2  2                
02-54-47-041198-001-0115   1    300011 2                
12-73-25-801209-001-01 1   2   1000011 2                
12-73-25-801209-001-01 2   0        2  2                
12-73-25-801209-001-01 3   0        2  2                
12-73-25-801209-001-01 4   0        2  2                
12-73-25-801209-001-01 5   0        2  2                
12-73-25-801209-001-01 6   0        2  2                
12-73-25-801209-001-01 7   0        2  2                
12-73-25-801209-001-01 8   0        2  2                
12-73-25-801209-001-01 9   0        2  2                
12-73-25-801209-001-0110   0        2  2                
12-73-25-801209-001-0111   0        2  2                
12-73-25-801209-001-0112   0        2  2                
12-73-25-801209-001-0113   1  2000001212                
12-73-25-801209-001-0114   0        2  2                
12-73-25-801209-001-0115   1    300011 2                
23-14-85-731217-001-01 1   1    500011 2                
23-14-85-731217-001-01 2   0        2  2                
23-14-85-731217-001-01 3   0        2  2                
23-14-85-731217-001-01 4   0        2  2                
23-14-85-731217-001-01 5   0        2  2                
23-14-85-731217-001-01 6   0        2  2                
23-14-85-731217-001-01 7   0        2  2                
23-14-85-731217-001-01 8   0        2  2                
23-14-85-731217-001-01 9   0        2  2                
23-14-85-731217-001-0110   0        2  2                
23-14-85-731217-001-0111   0        2  2                
23-14-85-731217-001-0112   0        2  2                
23-14-85-731217-001-0113   0        2  2                
23-14-85-731217-001-0114   0        2  2                
23-14-85-731217-001-0115   1    200011 2                
40-87-17-221230-001-01 1   1    500011 2                
85-07-13-311232-001-0111   1   280002  2                
59-82-97-201233-001-01 1   5   3000011 2                
61-64-62-241235-001-02 1   1    400011 2                
61-64-62-241235-001-02 2   0        2  2                
61-64-62-241235-001-02 3   0        2  2                
61-64-62-241235-001-02 4   0        2  2                
61-64-62-241235-001-02 5   0        2  2                
61-64-62-241235-001-02 6   0        2  2                
61-64-62-241235-001-02 7   0        2  2                
61-64-62-241235-001-02 8   0        2  2                
61-64-62-241235-001-02 9   0        2  2                
61-64-62-241235-001-0210   0        2  2                
61-64-62-241235-001-0211   0        2  2                
61-64-62-241235-001-0212   0        2  2                
61-64-62-241235-001-0213   0        2  2                
61-64-62-241235-001-0214   0        2  2                
61-64-62-241235-001-0215   0        2  2                
32-46-17-361236-001-04 1   2   1200011 2                
32-46-17-361236-001-04 2   0        2  2                
32-46-17-361236-001-04 3   0        2  2                
32-46-17-361236-001-04 4   0        2  2                
32-46-17-361236-001-04 5   0        2  2                
32-46-17-361236-001-04 6   0        2  2                
32-46-17-361236-001-04 7   0        2  2                
32-46-17-361236-001-04 8   0        2  2                
32-46-17-361236-001-04 9   0        2  2                
32-46-17-361236-001-0410   0        2  2                
32-46-17-361236-001-0411   0        2  2                
32-46-17-361236-001-0412   0        2  2                
32-46-17-361236-001-0413   0        2  2                
32-46-17-361236-001-0414   0        2  2                
32-46-17-361236-001-0415   0        2  2                
97-64-08-951250-001-01 1   1    400011 2                
97-64-08-951250-001-01 2   0        2  2                
97-64-08-951250-001-01 3   0        2  2                
97-64-08-951250-001-01 4   0        2  2                
97-64-08-951250-001-01 5   0        2  2                
97-64-08-951250-001-01 6   0        2  2                
97-64-08-951250-001-01 7   0        2  2                
97-64-08-951250-001-01 8   0        2  2                
97-64-08-951250-001-01 9   0        2  2                
97-64-08-951250-001-0110   0        2  2                
97-64-08-951250-001-0111   0        2  2                
97-64-08-951250-001-0112   0        2  2                
97-64-08-951250-001-0113   0        2  2                
97-64-08-951250-001-0114   0        2  2                
97-64-08-951250-001-0115   0        2  2                
19-27-15-151252-001-01 1   1    50002  2                
